player_id,gender,time_category,n_games,avg_elo,exchange_rate,tension_duration,avg_mobility,center_control_score,advanced_pawn_push_rate,pawn_storm_indicator,castling_ply,king_shelter_score,forcing_move_rate,reactive_move_rate
P00416,female,blitz,22,2405.318181818182,0.2118881118881119,3.621663059163059,59.76048951048951,18.227272727272727,0.07447552447552448,0.03601398601398602,18.38095238095238,2.9566433566433563,0.5031468531468531,0.4993006993006993
P00416,female,rapid,1,1717.0,0.38461538461538464,2.9,59.0,18.153846153846153,0.0,0.0,10.0,2.3846153846153846,0.8461538461538461,0.6923076923076923
P00423,female,blitz,25,2634.32,0.2325641025641026,3.6173431013431014,61.7425641025641,19.02897435897436,0.11128205128205128,0.052564102564102565,14.0,2.9097435897435897,0.5328205128205128,0.4615384615384615
P00427,female,blitz,25,2555.32,0.2753846153846154,2.950906981906982,60.11128205128205,18.146153846153844,0.09589743589743589,0.04717948717948718,17.38095238095238,2.767435897435897,0.563076923076923,0.5823076923076923
P00449,female,bullet,14,2367.9285714285716,0.21565934065934064,3.4775030525030526,61.57738095238095,19.17628205128205,0.08287545787545789,0.033424908424908424,18.285714285714285,2.8095238095238098,0.5137362637362638,0.49725274725274726
P00449,female,rapid,11,2309.4545454545455,0.22377622377622378,3.1949330972058245,59.95104895104895,18.496503496503497,0.06993006993006994,0.03496503496503497,13.5,3.104895104895105,0.5384615384615384,0.5034965034965034
P00457,female,blitz,6,2614.6666666666665,0.2820512820512821,3.0444444444444443,58.0,17.21794871794872,0.14102564102564105,0.06410256410256411,20.666666666666668,3.3461538461538463,0.576923076923077,0.5
P00457,female,bullet,19,2375.4210526315787,0.2631578947368421,3.249498746867168,60.46558704453441,18.392712550607285,0.10121457489878542,0.0728744939271255,11.105263157894736,3.0526315789473686,0.6153846153846154,0.5101214574898785
P00508,female,blitz,10,2267.8,0.24743589743589745,3.1867216117216115,59.87692307692307,17.888461538461538,0.09358974358974359,0.038461538461538464,18.4,3.0256410256410255,0.55,0.5346153846153847
P00508,female,bullet,15,2151.6666666666665,0.28871794871794876,3.0854761904761907,61.347692307692306,18.29897435897436,0.05641025641025642,0.03076923076923077,19.733333333333334,2.844102564102564,0.5805128205128205,0.5835897435897437
P00518,female,bullet,14,2120.214285714286,0.25824175824175827,2.7731524427953,58.5,18.274725274725274,0.04945054945054945,0.01098901098901099,19.0,2.8516483516483513,0.6098901098901098,0.5494505494505495
P00518,female,rapid,11,2270.7272727272725,0.27972027972027974,3.705335825790371,58.78088578088579,17.654428904428904,0.10489510489510491,0.013986013986013986,15.5,3.255244755244755,0.5751748251748251,0.5332167832167832
P00521,female,blitz,20,2239.5,0.227724358974359,3.153888888888889,56.123183760683766,16.12184829059829,0.1047008547008547,0.04401709401709401,17.72222222222222,2.9400641025641026,0.5956196581196581,0.5248931623931624
P00521,female,bullet,5,2513.0,0.37142857142857144,2.9047619047619047,57.51868131868132,17.454945054945053,0.03076923076923077,0.015384615384615385,14.0,2.586813186813187,0.6637362637362638,0.6043956043956044
